,country,startdate,enddate,duration,etype,escalation,target,npart,ndeath,locnum,issue,issuenote,riot,target cat,crime rate
605,Haiti,30-Sep-04,3-Oct-04,4,2,4,Government,4,7,1,10,"A protest calling for Aristide's return turned violent and protesters killed three policemen and kidnapped a fourth; the protesters looted shops and exchanged gunfire with security guards and shouted ""Down with Bush!""; 7 were killed. ",1,2.0,10.0
606,Haiti,1-Oct-04,1-Oct-04,1,2,0,Government,-99,2,1,10,"A peaceful pro-Aristide demonstration was fired on by police, killing two young men.",0,2.0,10.0
607,Haiti,1-Oct-04,1-Oct-04,1,2,4,Government,-99,1,-99,10,A pro-Aristide protester was shot dead.,1,2.0,10.0
608,Haiti,4-Oct-04,4-Oct-04,1,2,0,Government,3,0,1,10,"About 150 Aristide supporters, some with machetes and guns, staged a protest demanding Aristide's return; they blocked roads using torched cars.",0,2.0,10.0
609,Haiti,9-Oct-04,9-Oct-04,1,2,4,Government,3,0,2,10,"100 protesters shouted insults at Haiti's interim Prime Minister and President, accusing them of not doing enough to help flood victims in Gonaives and threw rocks at cars carrying their guards and police fired shots injuring 2.",1,2.0,10.0
610,Haiti,15-Oct-04,15-Oct-04,1,6,0,Government,-99,0,1,9,"Business leaders called for a ""day of protest against terrorism,"" and many banks, stores and gas stations were closed. ",0,2.0,10.0
611,Haiti,15-Oct-04,15-Oct-04,1,2,0,Government,3,0,1,10,A few hundred supporters of Aristide's Lavalas Family party staged a peaceful demonstration.,0,2.0,10.0
612,Haiti,26-Oct-04,28-Oct-04,3,5,0,Government,-99,0,1,10,A three day general strike was called by Aristide supporters to demand the release of Aristide supporters who have been arrested.,0,2.0,10.0
613,Haiti,29-Oct-04,29-Oct-04,1,2,0,Government,2,0,1,10,About 30 people held a demonstration for peace.,0,2.0,10.0
614,Haiti,29-Nov-04,29-Nov-04,1,1,0,Government,3,0,1,10,"Several hundred Aristide supporters marched, calling for peace and the return of Aristide from exile.",0,2.0,10.0
615,Haiti,27-Dec-04,4-Jan-05,9,6,0,Government,3,0,1,2,75 public doctors and 65 interns staged a strike to protest overdue pay and to protest a Health Ministry decision to accept private school students in the residency program.,0,2.0,10.0
616,Haiti,1-Jan-05,1-Jan-05,1,2,0,Government,3,0,2,10,Protesters demanded that the government fulfill promises made in October to rebuild Gonaives.,0,2.0,10.0
617,Haiti,24-Feb-05,24-Feb-05,1,2,0,Government,3,0,1,10,About 500 people marched through two areas of Port-Au-Prince to demand the return of Aristide.,0,2.0,10.0
618,Haiti,28-Feb-05,28-Feb-05,1,2,0,Government,4,2,1,10,"A pro-Aristide and anti-President Bush march of about 2,000 people was broken up by police, who fired tear gas and shot and killed at least 2 protesters and injuring 10.",0,2.0,10.0
619,Haiti,12-Mar-05,12-Mar-05,1,2,0,Government,3,0,1,10,"About 150 Aristide supporters protested, demanding the release of Aristide loyalists. ",0,2.0,10.0
620,Haiti,19-Mar-05,19-Mar-05,1,5,0,Government,-99,0,1,10,A one-day general strike was called to protest the interim government's failure to counter a surge in violence.,0,2.0,10.0
621,Haiti,24-Mar-05,24-Mar-05,1,2,4,Government,3,1,1,10,"Thousands of Aristide supporters held a rally calling for his return and shots were fired by an anti-Aristide street gang; later, police fired on the protesters and killed at least one.",1,2.0,10.0
622,Haiti,29-Mar-05,29-Mar-05,1,2,0,Government,4,0,1,10,"Several thousand protesters demanded Aristide's return, doused a life-size effigy of interim Prime Minister Latortue with gasoline and set it ablaze outside a church.",0,2.0,10.0
623,Haiti,5-Apr-05,5-Apr-05,1,2,0,Government,3,0,1,10,Hundreds of protesters demanded the return of Aristide and blamed the U.S.-backed interim government and U.N peacekeepers for the dire state of life in Cite Soleil.,0,2.0,10.0
624,Haiti,12-Apr-05,12-Apr-05,1,2,0,Government,-99,0,1,10,A crowd of mourners danced and chanted protest songs and political organizers moved through the crowd calling for more jobs and food in the slum.,0,2.0,10.0
625,Haiti,27-Apr-05,27-Apr-05,1,2,4,Government,-99,5,1,10,"Protesters demanding the release of Aristide loyalists were fired on by police, killing five; after the shooting some protesters fled to a slum, where two cars were set on fire.",1,2.0,10.0
626,Haiti,18-May-05,18-May-05,1,2,0,Government,4,1,1,10,"More than 5,000 supporters of ousted President Aristide marched to demand his return from exile, with one protester reportedly shot and killed by police.",0,2.0,10.0
627,Haiti,8-Aug-05,8-Aug-05,1,6,0,Government,-99,0,1,2,Bus and taxi drivers went on strike to protest high gas prices.,0,2.0,10.0
628,Haiti,3-Nov-05,3-Nov-05,1,2,0,Government,5,0,1,1,"More than 10,000 protesters demonstrated in support of former President Preval's bid to regain the presidency and called for the release of political prisoners and the return of Aristide.",0,2.0,10.0
629,Haiti,12-Dec-05,14-Dec-05,3,6,0,Government,-99,0,1,10,Judges went on strike to protest the government's decision to remove judges from office.,0,2.0,10.0
630,Haiti,14-Dec-05,14-Dec-05,1,2,0,Government,1,0,1,10,Supreme Court judges fired by Haiti's interim government formed a human chain with law students and court clerks to block their replacements from being sworn in.,0,2.0,10.0
631,Haiti,12-Jan-06,12-Jan-06,1,2,0,Government,3,0,1,10,Hundreds of people demonstrated to denounce violence after clashes between gangs and U.N. peacekeepers reportedly left one person dead the day before.,0,2.0,10.0
632,Haiti,7-Feb-06,7-Feb-06,1,2,0,Government,4,0,1,1,"Thousands of people held a protest, decrying delays at the polls and the fact that the residents of Cite Soleil were forced to cast ballots in neighboring areas.",0,2.0,10.0
633,Haiti,1-Jul-06,2-Sep-06,64,6,4,Government,-99,0,3,2,Haitian truck drivers staged a two-month strike and threw rocks and reportedly fired shots at vehicles entering and leaving Haiti to protest Haiti's customs agency's raising of import taxes.,1,2.0,10.0
634,Haiti,15-Jul-06,15-Jul-06,1,2,0,Government,4,0,1,10,Thousands of Aristide supporters held a protest march to demand the return of Aristide.,0,2.0,10.0
635,Haiti,1-Sep-06,1-Sep-06,1,1,0,Government,3,0,1,10,About 150 rape victims marched to demand justice and an end to discrimination against them.,0,2.0,10.0
636,Haiti,1-Dec-06,14-Dec-06,14,6,0,Government,-99,0,1,2,Doctors and other hospital workers staged a strike to demand back wages.,0,2.0,10.0
637,Haiti,14-Dec-06,14-Dec-06,1,1,0,Government,-99,0,1,2,Striking workers removed the corpses of 11 infants from the morgue of the hospital and laid them out in a courtyard in a protest aimed at pressuring the government for back wages.,0,2.0,10.0
638,Haiti,28-Dec-06,28-Dec-06,1,2,0,Government,3,0,1,10,Hundreds of Aristide supporters demonstrated to protest UN operations and called for the return of Aristide from exile.,0,2.0,10.0
639,Haiti,14-Jun-07,28-Jun-07,15,6,0,Government,-99,0,1,2,Janitors and hospital support staff staged a strike to demand four weeks of back wages as well as ambulances and the rehiring of colleagues who recently lost their jobs.,0,2.0,10.0
640,Haiti,15-Jul-07,15-Jul-07,1,2,0,Government,4,0,1,10,"More than 1,000 Aristide supporters marched to demand the return of Aristide.",0,2.0,10.0
641,Haiti,29-Feb-08,29-Feb-08,1,2,0,Government,4,0,1,10,"About 5,000 protesters marched to demand Aristide's return from exile and also criticized President Preval and the U.N. peacekeeping force.",0,2.0,10.0
642,Haiti,3-Apr-08,12-Apr-08,10,2,4,Government,5,5,7,3,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,1,2.0,10.0
643,Haiti,3-Apr-08,12-Apr-08,10,2,4,Government,5,5,7,3,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,1,2.0,10.0
644,Haiti,3-Apr-08,12-Apr-08,10,2,4,Government,5,5,7,3,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,1,2.0,10.0
645,Haiti,3-Apr-08,12-Apr-08,10,2,4,Government,5,5,7,3,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,1,2.0,10.0
646,Haiti,3-Apr-08,12-Apr-08,10,2,4,Government,5,5,7,3,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,1,2.0,10.0
647,Haiti,3-Apr-08,12-Apr-08,10,2,4,Government,5,5,7,3,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,1,2.0,10.0
648,Haiti,3-Apr-08,12-Apr-08,10,2,4,Government,5,5,7,3,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,1,2.0,10.0
649,Haiti,3-Apr-08,12-Apr-08,10,2,4,Government,5,5,7,3,Tens of thousands of people took part in protests against rising food prices and poverty; vehicles were torched and shots were fired and peacekeepers fired at protesters and fired tear gas; at least five people killed.,1,2.0,10.0
650,Haiti,12-Apr-08,12-Apr-08,1,2,0,Government,2,0,1,10,About 25 Aristide supporters staged a protest calling for his return.,0,2.0,10.0
651,Haiti,29-Jul-08,30-Jul-08,2,1,0,Government,3,0,2,2,Hundreds of armed former soldiers stormed an old barracks and prison to demand back pay and also to call for the government to bring back the army to provide security. ,0,2.0,10.0
652,Haiti,26-Aug-08,26-Aug-08,1,4,0,Government,3,0,3,3,Hundreds of people threw rocks to protest the high cost of living and peacekeepers fired tear gas to disperse them.,1,2.0,10.0
653,Haiti,16-Dec-08,16-Dec-08,1,1,4,Government,3,0,1,10,Aristide supporters protested to demand the resignation of President Preval and threw rocks and bottles at police and police fired shots in the air to disperse them.,1,2.0,10.0
654,Haiti,18-Jun-09,18-Jun-09,1,2,4,Government,4,1,1,10,"After a funeral for a priest, 2,000 Aristide supporters carried his coffin to the presidential palace to protest President Preval's policies and his failure to bring Aristide back from exile and rocks were thrown.",1,2.0,10.0
655,Haiti,4-Aug-09,4-Aug-09,1,2,4,Government,4,0,1,2,"More than 2,000 people protested to demand an increase in Haiti's minimum wage; some of the protesters threw rocks at police and began ripping down flags of U.N. member countries.",1,2.0,10.0
656,Haiti,6-Aug-09,6-Aug-09,1,2,4,Government,-99,0,3,3,Protesters demonstrated against a two-month electricity outage and threw rocks at peacekeepers; at least three people were injured.,1,2.0,10.0
657,Haiti,16-Dec-09,16-Dec-09,1,2,0,Government,3,0,1,1,Hundreds of Aristide supporters marched to demand officials reinstate their party in next year's legislative elections as well as the departure of President Preval and the return of Aristide.,0,2.0,10.0
658,Haiti,16-Jan-10,16-Jan-10,1,2,0,Government,-99,0,1,10,"Barricades of burning tires, rubble and human corpses blocked the main road out of Port-Au-Prince as residents called for piles of putrid corpses to be removed.",0,2.0,10.0
659,Haiti,1-Feb-10,1-Feb-10,1,2,0,Government,3,0,3,10,Hundreds gathered at a gravel pit where countless earthquake victims had been dumped and called for the resignation of President Preval and the return of Aristide.,0,2.0,10.0
660,Haiti,2-Feb-10,2-Feb-10,1,2,0,Government,2,0,1,10,50 protesters gathered outside a temporary police headquarters building and chanted against Preval and against the fact that there is no food.,0,2.0,10.0
661,Haiti,2-Feb-10,2-Feb-10,1,2,0,Government,2,0,1,10,"Small groups of state employees and lawyers held protests, denouncing President Preval's leadership.",0,2.0,10.0
662,Haiti,3-Feb-10,3-Feb-10,1,2,0,Government,3,0,1,3,"300 protesters demonstrated outside the Petionville Mayor's office to demand food, water, work, and for their children to go back to school and also accused local officials of demanding bribes for donated food.",0,2.0,10.0
663,Haiti,3-Feb-10,3-Feb-10,1,2,0,Government,3,0,1,3,"200 protesters marched toward the US embassy, crying out for food and aid.",0,2.0,10.0
664,Haiti,5-Feb-10,5-Feb-10,1,2,0,Government,3,0,1,3,About 200 people demonstrated to protest the lack of shelter.,0,2.0,10.0
665,Haiti,7-Feb-10,7-Feb-10,1,2,0,Government,3,0,1,10,About 100 people held a demonstration to protest against living in a camp and also to demand food.,0,2.0,10.0
666,Haiti,11-Feb-10,11-Feb-10,1,2,0,Government,4,0,1,10,"More than 1,000 protesters demanded shelter.",0,2.0,10.0
667,Haiti,5-Mar-10,5-Mar-10,1,2,0,Government,2,0,1,10,About 50 residents in a camp of earthquake victims protested to demand more tents.,0,2.0,10.0
668,Haiti,10-Mar-10,10-Mar-10,1,2,0,Government,2,0,1,3,A group of about 50 protesters demonstrated because they had not received sufficient relief supplies and were pushed back by baton-wielding police; some protesters were beaten and at least one was arrested.,0,2.0,10.0
669,Haiti,22-Mar-10,22-Mar-10,1,2,0,Government,3,0,1,10,About 100 protesters burned tires and an American flag to demand President Aristide's return.,0,2.0,10.0
670,Haiti,10-May-10,10-May-10,1,2,4,Government,4,0,7,10,"2,000 protesters demanded Preval's resignation and workers for USAID joined the demonstration to protest the agency's decision to stop providing them with food as part of their compensation and counterprotesters threw rocks.",1,2.0,10.0
671,Haiti,10-May-10,10-May-10,1,2,4,Government,4,0,7,10,"2,000 protesters demanded Preval's resignation and workers for USAID joined the demonstration to protest the agency's decision to stop providing them with food as part of their compensation and counterprotesters threw rocks.",1,2.0,10.0
672,Haiti,10-May-10,10-May-10,1,2,4,Government,4,0,7,10,"2,000 protesters demanded Preval's resignation and workers for USAID joined the demonstration to protest the agency's decision to stop providing them with food as part of their compensation and counterprotesters threw rocks.",1,2.0,10.0
673,Haiti,10-May-10,10-May-10,1,2,4,Government,4,0,7,10,"2,000 protesters demanded Preval's resignation and workers for USAID joined the demonstration to protest the agency's decision to stop providing them with food as part of their compensation and counterprotesters threw rocks.",1,2.0,10.0
674,Haiti,10-May-10,10-May-10,1,2,4,Government,4,0,7,10,"2,000 protesters demanded Preval's resignation and workers for USAID joined the demonstration to protest the agency's decision to stop providing them with food as part of their compensation and counterprotesters threw rocks.",1,2.0,10.0
675,Haiti,10-May-10,10-May-10,1,2,4,Government,4,0,7,10,"2,000 protesters demanded Preval's resignation and workers for USAID joined the demonstration to protest the agency's decision to stop providing them with food as part of their compensation and counterprotesters threw rocks.",1,2.0,10.0
